"Metai";"Mënuo";"Mënesio pajamos";"Amþius";"Lytis";"Apdraustøjø skaièius"
2010.0;"Vasaris";"724,05-868,85 €";"virð 65 metø";"Vyrai";0.56
2010.0;"Vasaris";"868,86-1158,47 €";"Visos amþiaus grupës";"Visi apdraustieji";70.05
2010.0;"Vasaris";"868,86-1158,47 €";"Visos amþiaus grupës";"Moterys";39.56
2010.0;"Vasaris";"868,86-1158,47 €";"Visos amþiaus grupës";"Vyrai";30.49
2010.0;"Vasaris";"868,86-1158,47 €";"iki 24 metø";"Visi apdraustieji";1.65
2010.0;"Vasaris";"868,86-1158,47 €";"iki 24 metø";"Moterys";0.62
2010.0;"Vasaris";"868,86-1158,47 €";"iki 24 metø";"Vyrai";1.03
2010.0;"Vasaris";"868,86-1158,47 €";"25-34 metai";"Visi apdraustieji";16.03
2010.0;"Vasaris";"868,86-1158,47 €";"25-34 metai";"Moterys";7.45
2010.0;"Vasaris";"868,86-1158,47 €";"25-34 metai";"Vyrai";8.58
2010.0;"Vasaris";"868,86-1158,47 €";"35-44 metai";"Visi apdraustieji";18.47
2010.0;"Vasaris";"868,86-1158,47 €";"35-44 metai";"Moterys";11.03
2010.0;"Vasaris";"868,86-1158,47 €";"35-44 metai";"Vyrai";7.44
2010.0;"Vasaris";"868,86-1158,47 €";"45-54 metai";"Visi apdraustieji";21.65
2010.0;"Vasaris";"868,86-1158,47 €";"45-54 metai";"Moterys";13.47
2010.0;"Vasaris";"868,86-1158,47 €";"45-54 metai";"Vyrai";8.18
2010.0;"Vasaris";"868,86-1158,47 €";"55-64 metai";"Visi apdraustieji";10.91
2010.0;"Vasaris";"868,86-1158,47 €";"55-64 metai";"Moterys";6.34
2010.0;"Vasaris";"868,86-1158,47 €";"55-64 metai";"Vyrai";4.57
2010.0;"Vasaris";"868,86-1158,47 €";"virð 65 metø";"Visi apdraustieji";1.34
2010.0;"Vasaris";"868,86-1158,47 €";"virð 65 metø";"Moterys";0.65
2010.0;"Vasaris";"868,86-1158,47 €";"virð 65 metø";"Vyrai";0.69
2010.0;"Vasaris";"1158,48-1303,28 €";"Visos amþiaus grupës";"Visi apdraustieji";16.29
2010.0;"Vasaris";"1158,48-1303,28 €";"Visos amþiaus grupës";"Moterys";8.18
2010.0;"Vasaris";"1158,48-1303,28 €";"Visos amþiaus grupës";"Vyrai";8.11
2010.0;"Vasaris";"1158,48-1303,28 €";"iki 24 metø";"Visi apdraustieji";0.29
2010.0;"Vasaris";"1158,48-1303,28 €";"iki 24 metø";"Moterys";0.11
2010.0;"Vasaris";"1158,48-1303,28 €";"iki 24 metø";"Vyrai";0.18
2010.0;"Vasaris";"1158,48-1303,28 €";"25-34 metai";"Visi apdraustieji";4.06
2010.0;"Vasaris";"1158,48-1303,28 €";"25-34 metai";"Moterys";1.67
2010.0;"Vasaris";"1158,48-1303,28 €";"25-34 metai";"Vyrai";2.38
2010.0;"Vasaris";"1158,48-1303,28 €";"35-44 metai";"Visi apdraustieji";4.24
2010.0;"Vasaris";"1158,48-1303,28 €";"35-44 metai";"Moterys";2.25
2010.0;"Vasaris";"1158,48-1303,28 €";"35-44 metai";"Vyrai";1.99
2010.0;"Vasaris";"1158,48-1303,28 €";"45-54 metai";"Visi apdraustieji";4.82
2010.0;"Vasaris";"1158,48-1303,28 €";"45-54 metai";"Moterys";2.66
2010.0;"Vasaris";"1158,48-1303,28 €";"45-54 metai";"Vyrai";2.16
2010.0;"Vasaris";"1158,48-1303,28 €";"55-64 metai";"Visi apdraustieji";2.48
2010.0;"Vasaris";"1158,48-1303,28 €";"55-64 metai";"Moterys";1.32
2010.0;"Vasaris";"1158,48-1303,28 €";"55-64 metai";"Vyrai";1.16
2010.0;"Vasaris";"1158,48-1303,28 €";"virð 65 metø";"Visi apdraustieji";0.4
2010.0;"Vasaris";"1158,48-1303,28 €";"virð 65 metø";"Moterys";0.17
2010.0;"Vasaris";"1158,48-1303,28 €";"virð 65 metø";"Vyrai";0.23
2010.0;"Vasaris";"1303,29-1448,09 €";"Visos amþiaus grupës";"Visi apdraustieji";11.39
2010.0;"Vasaris";"1303,29-1448,09 €";"Visos amþiaus grupës";"Moterys";5.34
2010.0;"Vasaris";"1303,29-1448,09 €";"Visos amþiaus grupës";"Vyrai";6.05
2010.0;"Vasaris";"1303,29-1448,09 €";"iki 24 metø";"Visi apdraustieji";0.19
2010.0;"Vasaris";"1303,29-1448,09 €";"iki 24 metø";"Moterys";0.06
2010.0;"Vasaris";"1303,29-1448,09 €";"iki 24 metø";"Vyrai";0.13
2010.0;"Vasaris";"1303,29-1448,09 €";"25-34 metai";"Visi apdraustieji";2.94
2010.0;"Vasaris";"1303,29-1448,09 €";"25-34 metai";"Moterys";1.2
2010.0;"Vasaris";"1303,29-1448,09 €";"25-34 metai";"Vyrai";1.75
2010.0;"Vasaris";"1303,29-1448,09 €";"35-44 metai";"Visi apdraustieji";2.89
2010.0;"Vasaris";"1303,29-1448,09 €";"35-44 metai";"Moterys";1.39
2010.0;"Vasaris";"1303,29-1448,09 €";"35-44 metai";"Vyrai";1.5
2010.0;"Vasaris";"1303,29-1448,09 €";"45-54 metai";"Visi apdraustieji";3.36
2010.0;"Vasaris";"1303,29-1448,09 €";"45-54 metai";"Moterys";1.73
2010.0;"Vasaris";"1303,29-1448,09 €";"45-54 metai";"Vyrai";1.63
2010.0;"Vasaris";"1303,29-1448,09 €";"55-64 metai";"Visi apdraustieji";1.74
2010.0;"Vasaris";"1303,29-1448,09 €";"55-64 metai";"Moterys";0.86
2010.0;"Vasaris";"1303,29-1448,09 €";"55-64 metai";"Vyrai";0.88
2010.0;"Vasaris";"1303,29-1448,09 €";"virð 65 metø";"Visi apdraustieji";0.27
2010.0;"Vasaris";"1303,29-1448,09 €";"virð 65 metø";"Moterys";0.11
2010.0;"Vasaris";"1303,29-1448,09 €";"virð 65 metø";"Vyrai";0.16
2010.0;"Vasaris";"1448,1-1737,71 €";"Visos amþiaus grupës";"Visi apdraustieji";13.41
2010.0;"Vasaris";"1448,1-1737,71 €";"Visos amþiaus grupës";"Moterys";5.75
2010.0;"Vasaris";"1448,1-1737,71 €";"Visos amþiaus grupës";"Vyrai";7.66
2010.0;"Vasaris";"1448,1-1737,71 €";"iki 24 metø";"Visi apdraustieji";0.15
2010.0;"Vasaris";"1448,1-1737,71 €";"iki 24 metø";"Moterys";0.06
2010.0;"Vasaris";"1448,1-1737,71 €";"iki 24 metø";"Vyrai";0.09
2010.0;"Vasaris";"1448,1-1737,71 €";"25-34 metai";"Visi apdraustieji";3.62
2010.0;"Vasaris";"1448,1-1737,71 €";"25-34 metai";"Moterys";1.35
2010.0;"Vasaris";"1448,1-1737,71 €";"25-34 metai";"Vyrai";2.26
2010.0;"Vasaris";"1448,1-1737,71 €";"35-44 metai";"Visi apdraustieji";3.71
2010.0;"Vasaris";"1448,1-1737,71 €";"35-44 metai";"Moterys";1.65
2010.0;"Vasaris";"1448,1-1737,71 €";"35-44 metai";"Vyrai";2.06
2010.0;"Vasaris";"1448,1-1737,71 €";"45-54 metai";"Visi apdraustieji";3.7
2010.0;"Vasaris";"1448,1-1737,71 €";"45-54 metai";"Moterys";1.76
2010.0;"Vasaris";"1448,1-1737,71 €";"45-54 metai";"Vyrai";1.94
2010.0;"Vasaris";"1448,1-1737,71 €";"55-64 metai";"Visi apdraustieji";1.97
2010.0;"Vasaris";"1448,1-1737,71 €";"55-64 metai";"Moterys";0.85
2010.0;"Vasaris";"1448,1-1737,71 €";"55-64 metai";"Vyrai";1.12
2010.0;"Vasaris";"1448,1-1737,71 €";"virð 65 metø";"Visi apdraustieji";0.28
2010.0;"Vasaris";"1448,1-1737,71 €";"virð 65 metø";"Moterys";0.08
2010.0;"Vasaris";"1448,1-1737,71 €";"virð 65 metø";"Vyrai";0.19
2010.0;"Vasaris";"1737,72-2172,14 €";"Visos amþiaus grupës";"Visi apdraustieji";10.02
2010.0;"Vasaris";"1737,72-2172,14 €";"Visos amþiaus grupës";"Moterys";3.94
2010.0;"Vasaris";"1737,72-2172,14 €";"Visos amþiaus grupës";"Vyrai";6.08
2010.0;"Vasaris";"1737,72-2172,14 €";"iki 24 metø";"Visi apdraustieji";0.08
2010.0;"Vasaris";"1737,72-2172,14 €";"iki 24 metø";"Moterys";0.02
2010.0;"Vasaris";"1737,72-2172,14 €";"iki 24 metø";"Vyrai";0.05
2010.0;"Vasaris";"1737,72-2172,14 €";"25-34 metai";"Visi apdraustieji";2.62
2010.0;"Vasaris";"1737,72-2172,14 €";"25-34 metai";"Moterys";0.9
2010.0;"Vasaris";"1737,72-2172,14 €";"25-34 metai";"Vyrai";1.72
2010.0;"Vasaris";"1737,72-2172,14 €";"35-44 metai";"Visi apdraustieji";2.94
2010.0;"Vasaris";"1737,72-2172,14 €";"35-44 metai";"Moterys";1.17
2010.0;"Vasaris";"1737,72-2172,14 €";"35-44 metai";"Vyrai";1.77
2010.0;"Vasaris";"1737,72-2172,14 €";"45-54 metai";"Visi apdraustieji";2.74
2010.0;"Vasaris";"1737,72-2172,14 €";"45-54 metai";"Moterys";1.21
2010.0;"Vasaris";"1737,72-2172,14 €";"45-54 metai";"Vyrai";1.53
2010.0;"Vasaris";"1737,72-2172,14 €";"55-64 metai";"Visi apdraustieji";1.4
2010.0;"Vasaris";"1737,72-2172,14 €";"55-64 metai";"Moterys";0.57
2010.0;"Vasaris";"1737,72-2172,14 €";"55-64 metai";"Vyrai";0.83
2010.0;"Vasaris";"1737,72-2172,14 €";"virð 65 metø";"Visi apdraustieji";0.24
2010.0;"Vasaris";"1737,72-2172,14 €";"virð 65 metø";"Moterys";0.07
2010.0;"Vasaris";"1737,72-2172,14 €";"virð 65 metø";"Vyrai";0.17
2010.0;"Vasaris";"2172,15-2896,19 €";"Visos amþiaus grupës";"Visi apdraustieji";6.68
2010.0;"Vasaris";"2172,15-2896,19 €";"Visos amþiaus grupës";"Moterys";2.29
2010.0;"Vasaris";"2172,15-2896,19 €";"Visos amþiaus grupës";"Vyrai";4.4
2010.0;"Vasaris";"2172,15-2896,19 €";"iki 24 metø";"Visi apdraustieji";0.06
2010.0;"Vasaris";"2172,15-2896,19 €";"iki 24 metø";"Moterys";0.02
2010.0;"Vasaris";"2172,15-2896,19 €";"iki 24 metø";"Vyrai";0.04
2010.0;"Vasaris";"2172,15-2896,19 €";"25-34 metai";"Visi apdraustieji";1.76
2010.0;"Vasaris";"2172,15-2896,19 €";"25-34 metai";"Moterys";0.52
2010.0;"Vasaris";"2172,15-2896,19 €";"25-34 metai";"Vyrai";1.24
2010.0;"Vasaris";"2172,15-2896,19 €";"35-44 metai";"Visi apdraustieji";2.08
2010.0;"Vasaris";"2172,15-2896,19 €";"35-44 metai";"Moterys";0.78
2010.0;"Vasaris";"2172,15-2896,19 €";"35-44 metai";"Vyrai";1.3
2010.0;"Vasaris";"2172,15-2896,19 €";"45-54 metai";"Visi apdraustieji";1.72
2010.0;"Vasaris";"2172,15-2896,19 €";"45-54 metai";"Moterys";0.65
2010.0;"Vasaris";"2172,15-2896,19 €";"45-54 metai";"Vyrai";1.07
2010.0;"Vasaris";"2172,15-2896,19 €";"55-64 metai";"Visi apdraustieji";0.88
2010.0;"Vasaris";"2172,15-2896,19 €";"55-64 metai";"Moterys";0.28
2010.0;"Vasaris";"2172,15-2896,19 €";"55-64 metai";"Vyrai";0.6
2010.0;"Vasaris";"2172,15-2896,19 €";"virð 65 metø";"Visi apdraustieji";0.19
2010.0;"Vasaris";"2172,15-2896,19 €";"virð 65 metø";"Moterys";0.04
2010.0;"Vasaris";"2172,15-2896,19 €";"virð 65 metø";"Vyrai";0.15
2010.0;"Vasaris";"2896,2-3185,81 €";"Visos amþiaus grupës";"Visi apdraustieji";1.32
2010.0;"Vasaris";"2896,2-3185,81 €";"Visos amþiaus grupës";"Moterys";0.4
2010.0;"Vasaris";"2896,2-3185,81 €";"Visos amþiaus grupës";"Vyrai";0.92
2010.0;"Vasaris";"2896,2-3185,81 €";"iki 24 metø";"Visi apdraustieji";0.01
2010.0;"Vasaris";"2896,2-3185,81 €";"iki 24 metø";"Moterys";0.0
2010.0;"Vasaris";"2896,2-3185,81 €";"iki 24 metø";"Vyrai";0.01
2010.0;"Vasaris";"2896,2-3185,81 €";"25-34 metai";"Visi apdraustieji";0.33
2010.0;"Vasaris";"2896,2-3185,81 €";"25-34 metai";"Moterys";0.09
2010.0;"Vasaris";"2896,2-3185,81 €";"25-34 metai";"Vyrai";0.24
2010.0;"Vasaris";"2896,2-3185,81 €";"35-44 metai";"Visi apdraustieji";0.45
2010.0;"Vasaris";"2896,2-3185,81 €";"35-44 metai";"Moterys";0.16
2010.0;"Vasaris";"2896,2-3185,81 €";"35-44 metai";"Vyrai";0.29
2010.0;"Vasaris";"2896,2-3185,81 €";"45-54 metai";"Visi apdraustieji";0.35
2010.0;"Vasaris";"2896,2-3185,81 €";"45-54 metai";"Moterys";0.11
2010.0;"Vasaris";"2896,2-3185,81 €";"45-54 metai";"Vyrai";0.24
2010.0;"Vasaris";"2896,2-3185,81 €";"55-64 metai";"Visi apdraustieji";0.16
2010.0;"Vasaris";"2896,2-3185,81 €";"55-64 metai";"Moterys";0.04
2010.0;"Vasaris";"2896,2-3185,81 €";"55-64 metai";"Vyrai";0.12
2010.0;"Vasaris";"2896,2-3185,81 €";"virð 65 metø";"Visi apdraustieji";0.03
2010.0;"Vasaris";"2896,2-3185,81 €";"virð 65 metø";"Moterys";0.0
2010.0;"Vasaris";"2896,2-3185,81 €";"virð 65 metø";"Vyrai";0.02
2010.0;"Vasaris";"3185,82-3475,43 €";"Visos amþiaus grupës";"Visi apdraustieji";0.92
2010.0;"Vasaris";"3185,82-3475,43 €";"Visos amþiaus grupës";"Moterys";0.26
2010.0;"Vasaris";"3185,82-3475,43 €";"Visos amþiaus grupës";"Vyrai";0.66
2010.0;"Vasaris";"3185,82-3475,43 €";"iki 24 metø";"Visi apdraustieji";0.0
2010.0;"Vasaris";"3185,82-3475,43 €";"iki 24 metø";"Moterys";0.0
2010.0;"Vasaris";"3185,82-3475,43 €";"25-34 metai";"Visi apdraustieji";0.21
2010.0;"Vasaris";"3185,82-3475,43 €";"25-34 metai";"Moterys";0.05
2010.0;"Vasaris";"3185,82-3475,43 €";"25-34 metai";"Vyrai";0.16
2010.0;"Vasaris";"3185,82-3475,43 €";"35-44 metai";"Visi apdraustieji";0.34
2010.0;"Vasaris";"3185,82-3475,43 €";"35-44 metai";"Moterys";0.11
2010.0;"Vasaris";"3185,82-3475,43 €";"35-44 metai";"Vyrai";0.23
2010.0;"Vasaris";"3185,82-3475,43 €";"45-54 metai";"Visi apdraustieji";0.24
2010.0;"Vasaris";"3185,82-3475,43 €";"45-54 metai";"Moterys";0.07
2010.0;"Vasaris";"3185,82-3475,43 €";"45-54 metai";"Vyrai";0.17
2010.0;"Vasaris";"3185,82-3475,43 €";"55-64 metai";"Visi apdraustieji";0.11
2010.0;"Vasaris";"3185,82-3475,43 €";"55-64 metai";"Moterys";0.02
2010.0;"Vasaris";"3185,82-3475,43 €";"55-64 metai";"Vyrai";0.08
2010.0;"Vasaris";"3185,82-3475,43 €";"virð 65 metø";"Visi apdraustieji";0.02
2010.0;"Vasaris";"3185,82-3475,43 €";"virð 65 metø";"Moterys";0.0
2010.0;"Vasaris";"3185,82-3475,43 €";"virð 65 metø";"Vyrai";0.02
2010.0;"Vasaris";"virð 3475,44 €";"Visos amþiaus grupës";"Visi apdraustieji";3.72
2010.0;"Vasaris";"virð 3475,44 €";"Visos amþiaus grupës";"Moterys";0.98
2010.0;"Vasaris";"virð 3475,44 €";"Visos amþiaus grupës";"Vyrai";2.74
2010.0;"Vasaris";"virð 3475,44 €";"iki 24 metø";"Visi apdraustieji";0.01
2010.0;"Vasaris";"virð 3475,44 €";"iki 24 metø";"Moterys";0.01
2010.0;"Vasaris";"virð 3475,44 €";"iki 24 metø";"Vyrai";0.01
2010.0;"Vasaris";"virð 3475,44 €";"25-34 metai";"Visi apdraustieji";0.85
2010.0;"Vasaris";"virð 3475,44 €";"25-34 metai";"Moterys";0.21
2010.0;"Vasaris";"virð 3475,44 €";"25-34 metai";"Vyrai";0.64
2010.0;"Vasaris";"virð 3475,44 €";"35-44 metai";"Visi apdraustieji";1.49
2010.0;"Vasaris";"virð 3475,44 €";"35-44 metai";"Moterys";0.4
2010.0;"Vasaris";"virð 3475,44 €";"35-44 metai";"Vyrai";1.09
2010.0;"Vasaris";"virð 3475,44 €";"45-54 metai";"Visi apdraustieji";0.92
2010.0;"Vasaris";"virð 3475,44 €";"45-54 metai";"Moterys";0.26
2010.0;"Vasaris";"virð 3475,44 €";"45-54 metai";"Vyrai";0.66
2010.0;"Vasaris";"virð 3475,44 €";"55-64 metai";"Visi apdraustieji";0.38
2010.0;"Vasaris";"virð 3475,44 €";"55-64 metai";"Moterys";0.09
2010.0;"Vasaris";"virð 3475,44 €";"55-64 metai";"Vyrai";0.29
2010.0;"Vasaris";"virð 3475,44 €";"virð 65 metø";"Visi apdraustieji";0.07
2010.0;"Vasaris";"virð 3475,44 €";"virð 65 metø";"Moterys";0.01
2010.0;"Vasaris";"virð 3475,44 €";"virð 65 metø";"Vyrai";0.06
2010.0;"Kovas";"iki 65,15 €";"Visos amþiaus grupës";"Visi apdraustieji";25.61
2010.0;"Kovas";"iki 65,15 €";"Visos amþiaus grupës";"Moterys";11.78
2010.0;"Kovas";"iki 65,15 €";"Visos amþiaus grupës";"Vyrai";13.83
2010.0;"Kovas";"iki 65,15 €";"iki 24 metø";"Visi apdraustieji";2.98
2010.0;"Kovas";"iki 65,15 €";"iki 24 metø";"Moterys";1.47
2010.0;"Kovas";"iki 65,15 €";"iki 24 metø";"Vyrai";1.51
2010.0;"Kovas";"iki 65,15 €";"25-34 metai";"Visi apdraustieji";5.39
2010.0;"Kovas";"iki 65,15 €";"25-34 metai";"Moterys";2.08
2010.0;"Kovas";"iki 65,15 €";"25-34 metai";"Vyrai";3.31
2010.0;"Kovas";"iki 65,15 €";"35-44 metai";"Visi apdraustieji";5.64
2010.0;"Kovas";"iki 65,15 €";"35-44 metai";"Moterys";2.36
2010.0;"Kovas";"iki 65,15 €";"35-44 metai";"Vyrai";3.27
2010.0;"Kovas";"iki 65,15 €";"45-54 metai";"Visi apdraustieji";5.65
2010.0;"Kovas";"iki 65,15 €";"45-54 metai";"Moterys";2.65
2010.0;"Kovas";"iki 65,15 €";"45-54 metai";"Vyrai";2.99
2010.0;"Kovas";"iki 65,15 €";"55-64 metai";"Visi apdraustieji";3.65
2010.0;"Kovas";"iki 65,15 €";"55-64 metai";"Moterys";1.99
2010.0;"Kovas";"iki 65,15 €";"55-64 metai";"Vyrai";1.66
2010.0;"Kovas";"iki 65,15 €";"virð 65 metø";"Visi apdraustieji";2.31
2010.0;"Kovas";"iki 65,15 €";"virð 65 metø";"Moterys";1.22
2010.0;"Kovas";"iki 65,15 €";"virð 65 metø";"Vyrai";1.09
2010.0;"Kovas";"65,16-130,32 €";"Visos amþiaus grupës";"Visi apdraustieji";65.6
2010.0;"Kovas";"65,16-130,32 €";"Visos amþiaus grupës";"Moterys";33.33
2010.0;"Kovas";"65,16-130,32 €";"Visos amþiaus grupës";"Vyrai";32.27
2010.0;"Kovas";"65,16-130,32 €";"iki 24 metø";"Visi apdraustieji";7.68
2010.0;"Kovas";"65,16-130,32 €";"iki 24 metø";"Moterys";3.81
2010.0;"Kovas";"65,16-130,32 €";"iki 24 metø";"Vyrai";3.86
2010.0;"Kovas";"65,16-130,32 €";"25-34 metai";"Visi apdraustieji";12.91
2010.0;"Kovas";"65,16-130,32 €";"25-34 metai";"Moterys";5.76
2010.0;"Kovas";"65,16-130,32 €";"25-34 metai";"Vyrai";7.16
2010.0;"Kovas";"65,16-130,32 €";"35-44 metai";"Visi apdraustieji";16.36
2010.0;"Kovas";"65,16-130,32 €";"35-44 metai";"Moterys";8.35
2010.0;"Kovas";"65,16-130,32 €";"35-44 metai";"Vyrai";8.02
2010.0;"Kovas";"65,16-130,32 €";"45-54 metai";"Visi apdraustieji";16.37
2010.0;"Kovas";"65,16-130,32 €";"45-54 metai";"Moterys";8.66
2010.0;"Kovas";"65,16-130,32 €";"45-54 metai";"Vyrai";7.72
2010.0;"Kovas";"65,16-130,32 €";"55-64 metai";"Visi apdraustieji";8.62
2010.0;"Kovas";"65,16-130,32 €";"55-64 metai";"Moterys";4.87
2010.0;"Kovas";"65,16-130,32 €";"55-64 metai";"Vyrai";3.75
2010.0;"Kovas";"65,16-130,32 €";"virð 65 metø";"Visi apdraustieji";3.65
2010.0;"Kovas";"65,16-130,32 €";"virð 65 metø";"Moterys";1.89
2010.0;"Kovas";"65,16-130,32 €";"virð 65 metø";"Vyrai";1.77
2010.0;"Kovas";"130,33-144,8 €";"Visos amþiaus grupës";"Visi apdraustieji";8.63
2010.0;"Kovas";"130,33-144,8 €";"Visos amþiaus grupës";"Moterys";4.87
2010.0;"Kovas";"130,33-144,8 €";"Visos amþiaus grupës";"Vyrai";3.76
2010.0;"Kovas";"130,33-144,8 €";"iki 24 metø";"Visi apdraustieji";1.15
2010.0;"Kovas";"130,33-144,8 €";"iki 24 metø";"Moterys";0.69
2010.0;"Kovas";"130,33-144,8 €";"iki 24 metø";"Vyrai";0.46
2010.0;"Kovas";"130,33-144,8 €";"25-34 metai";"Visi apdraustieji";1.64
2010.0;"Kovas";"130,33-144,8 €";"25-34 metai";"Moterys";0.83
2010.0;"Kovas";"130,33-144,8 €";"25-34 metai";"Vyrai";0.81
2010.0;"Kovas";"130,33-144,8 €";"35-44 metai";"Visi apdraustieji";2.05
2010.0;"Kovas";"130,33-144,8 €";"35-44 metai";"Moterys";1.14
2010.0;"Kovas";"130,33-144,8 €";"35-44 metai";"Vyrai";0.91
2010.0;"Kovas";"130,33-144,8 €";"45-54 metai";"Visi apdraustieji";2.09
2010.0;"Kovas";"130,33-144,8 €";"45-54 metai";"Moterys";1.23
2010.0;"Kovas";"130,33-144,8 €";"45-54 metai";"Vyrai";0.86
2010.0;"Kovas";"130,33-144,8 €";"55-64 metai";"Visi apdraustieji";1.19
2010.0;"Kovas";"130,33-144,8 €";"55-64 metai";"Moterys";0.72
2010.0;"Kovas";"130,33-144,8 €";"55-64 metai";"Vyrai";0.46
2010.0;"Kovas";"130,33-144,8 €";"virð 65 metø";"Visi apdraustieji";0.51
2010.0;"Kovas";"130,33-144,8 €";"virð 65 metø";"Moterys";0.26
2010.0;"Kovas";"130,33-144,8 €";"virð 65 metø";"Vyrai";0.26
2010.0;"Kovas";"144,81-159,28 €";"Visos amþiaus grupës";"Visi apdraustieji";7.67
2010.0;"Kovas";"144,81-159,28 €";"Visos amþiaus grupës";"Moterys";4.43
2010.0;"Kovas";"144,81-159,28 €";"Visos amþiaus grupës";"Vyrai";3.24
2010.0;"Kovas";"144,81-159,28 €";"iki 24 metø";"Visi apdraustieji";0.88
2010.0;"Kovas";"144,81-159,28 €";"iki 24 metø";"Moterys";0.51
2010.0;"Kovas";"144,81-159,28 €";"iki 24 metø";"Vyrai";0.37
2010.0;"Kovas";"144,81-159,28 €";"25-34 metai";"Visi apdraustieji";1.38
2010.0;"Kovas";"144,81-159,28 €";"25-34 metai";"Moterys";0.71
2010.0;"Kovas";"144,81-159,28 €";"25-34 metai";"Vyrai";0.67
2010.0;"Kovas";"144,81-159,28 €";"35-44 metai";"Visi apdraustieji";1.75
2010.0;"Kovas";"144,81-159,28 €";"35-44 metai";"Moterys";1.02
2010.0;"Kovas";"144,81-159,28 €";"35-44 metai";"Vyrai";0.73
2010.0;"Kovas";"144,81-159,28 €";"45-54 metai";"Visi apdraustieji";2.03
2010.0;"Kovas";"144,81-159,28 €";"45-54 metai";"Moterys";1.23
2010.0;"Kovas";"144,81-159,28 €";"45-54 metai";"Vyrai";0.8
2010.0;"Kovas";"144,81-159,28 €";"55-64 metai";"Visi apdraustieji";1.22
2010.0;"Kovas";"144,81-159,28 €";"55-64 metai";"Moterys";0.74
2010.0;"Kovas";"144,81-159,28 €";"55-64 metai";"Vyrai";0.48
2010.0;"Kovas";"144,81-159,28 €";"virð 65 metø";"Visi apdraustieji";0.4
2010.0;"Kovas";"144,81-159,28 €";"virð 65 metø";"Moterys";0.22
2010.0;"Kovas";"144,81-159,28 €";"virð 65 metø";"Vyrai";0.19
2010.0;"Kovas";"159,29-173,76 €";"Visos amþiaus grupës";"Visi apdraustieji";10.71
2010.0;"Kovas";"159,29-173,76 €";"Visos amþiaus grupës";"Moterys";7.03
2010.0;"Kovas";"159,29-173,76 €";"Visos amþiaus grupës";"Vyrai";3.68
2010.0;"Kovas";"159,29-173,76 €";"iki 24 metø";"Visi apdraustieji";1.07
2010.0;"Kovas";"159,29-173,76 €";"iki 24 metø";"Moterys";0.64
2010.0;"Kovas";"159,29-173,76 €";"iki 24 metø";"Vyrai";0.43
2010.0;"Kovas";"159,29-173,76 €";"25-34 metai";"Visi apdraustieji";1.84
2010.0;"Kovas";"159,29-173,76 €";"25-34 metai";"Moterys";1.11
2010.0;"Kovas";"159,29-173,76 €";"25-34 metai";"Vyrai";0.73
2010.0;"Kovas";"159,29-173,76 €";"35-44 metai";"Visi apdraustieji";2.55
2010.0;"Kovas";"159,29-173,76 €";"35-44 metai";"Moterys";1.74
2010.0;"Kovas";"159,29-173,76 €";"35-44 metai";"Vyrai";0.81
2010.0;"Kovas";"159,29-173,76 €";"45-54 metai";"Visi apdraustieji";2.88
2010.0;"Kovas";"159,29-173,76 €";"45-54 metai";"Moterys";1.98
2010.0;"Kovas";"159,29-173,76 €";"45-54 metai";"Vyrai";0.91
2010.0;"Kovas";"159,29-173,76 €";"55-64 metai";"Visi apdraustieji";1.67
2010.0;"Kovas";"159,29-173,76 €";"55-64 metai";"Moterys";1.14
2010.0;"Kovas";"159,29-173,76 €";"55-64 metai";"Vyrai";0.53
2010.0;"Kovas";"159,29-173,76 €";"virð 65 metø";"Visi apdraustieji";0.7
2010.0;"Kovas";"159,29-173,76 €";"virð 65 metø";"Moterys";0.43
2010.0;"Kovas";"159,29-173,76 €";"virð 65 metø";"Vyrai";0.28
2010.0;"Kovas";"173,77-202,72 €";"Visos amþiaus grupës";"Visi apdraustieji";16.96
2010.0;"Kovas";"173,77-202,72 €";"Visos amþiaus grupës";"Moterys";10.67
2010.0;"Kovas";"173,77-202,72 €";"Visos amþiaus grupës";"Vyrai";6.28
2010.0;"Kovas";"173,77-202,72 €";"iki 24 metø";"Visi apdraustieji";2.01
2010.0;"Kovas";"173,77-202,72 €";"iki 24 metø";"Moterys";1.25
2010.0;"Kovas";"173,77-202,72 €";"iki 24 metø";"Vyrai";0.76
2010.0;"Kovas";"173,77-202,72 €";"25-34 metai";"Visi apdraustieji";3.06
2010.0;"Kovas";"173,77-202,72 €";"25-34 metai";"Moterys";1.77
2010.0;"Kovas";"173,77-202,72 €";"25-34 metai";"Vyrai";1.29
2010.0;"Kovas";"173,77-202,72 €";"35-44 metai";"Visi apdraustieji";3.96
2010.0;"Kovas";"173,77-202,72 €";"35-44 metai";"Moterys";2.58
2010.0;"Kovas";"173,77-202,72 €";"35-44 metai";"Vyrai";1.39
2010.0;"Kovas";"173,77-202,72 €";"45-54 metai";"Visi apdraustieji";4.54
2010.0;"Kovas";"173,77-202,72 €";"45-54 metai";"Moterys";3.01
2010.0;"Kovas";"173,77-202,72 €";"45-54 metai";"Vyrai";1.53
2010.0;"Kovas";"173,77-202,72 €";"55-64 metai";"Visi apdraustieji";2.62
2010.0;"Kovas";"173,77-202,72 €";"55-64 metai";"Moterys";1.66
2010.0;"Kovas";"173,77-202,72 €";"55-64 metai";"Vyrai";0.97
2010.0;"Kovas";"173,77-202,72 €";"virð 65 metø";"Visi apdraustieji";0.76
